,Common Values,Drug 1 total substructures,Drug 2 total substructures,interaction
3255,2808,0,82,7
3256,2843,0,47,5
3257,2852,0,38,5
3258,2851,0,39,5
3259,2841,0,49,7
3260,2820,0,70,5
3261,2890,0,0,5
3262,2808,0,82,5
3263,2890,0,0,5
3264,2855,0,35,1
3265,2883,0,7,1
3266,2890,0,0,7
3267,2816,0,74,5
3268,2890,0,0,5
3269,2884,0,6,5
3270,2859,0,31,5
3271,2842,0,48,1
3272,2819,0,71,7
3273,2854,0,36,5
3274,2890,0,0,5
3275,2865,0,25,7
3276,2889,0,1,5
3277,2711,0,179,7
3278,2855,0,35,7
3279,2810,0,80,5
3280,2885,0,5,5
3281,2661,0,229,7
3282,2674,0,216,7
3283,2876,0,14,5
3284,2829,0,61,5
3285,2890,0,0,5
3286,2721,0,169,1
3287,2781,0,109,5
3288,2845,0,45,5
3289,2847,0,43,5
3290,2851,0,39,5
3291,2863,0,27,5
3292,2889,0,1,5
3293,2855,0,35,7
3294,2857,0,33,5
3295,2789,0,101,7
3296,2866,0,24,7
3297,2817,0,73,5
3298,2890,0,0,5
3299,2890,0,0,5
3300,2861,0,29,1
3301,2849,0,41,5
3302,2814,0,76,5
3303,2847,0,43,5
3304,2890,0,0,7
3305,2890,0,0,3
3306,2890,0,0,7
3307,2808,0,82,7
3308,2890,0,0,5
3309,2890,0,0,5
3310,2879,0,11,7
3311,2843,0,47,5
3312,2883,0,7,5
3313,2850,0,40,5
3314,2778,0,112,7
3315,2837,0,53,5
3316,2719,0,171,7
3317,2821,0,69,7
3318,2845,0,45,7
3319,2831,0,59,1
3320,2890,0,0,7
3321,2882,0,8,5
3322,2815,0,75,5
3323,2879,0,11,7
3324,2805,0,85,1
3325,2885,0,5,5
3326,2666,0,224,7
3327,2874,0,16,7
3328,2890,0,0,5
3329,2887,0,3,5
3330,2829,0,61,5
3331,2851,0,39,5
3332,2890,0,0,5
3333,2817,0,73,7
3334,2847,0,43,5
3335,2712,0,178,5
3336,2868,0,22,5
3337,2856,0,34,5
3338,2889,0,1,5
3339,2844,0,46,5
3340,2852,0,38,1
3341,2870,0,20,5
3342,2888,0,2,5
3343,2830,0,60,5
3344,2860,0,30,7
3345,2889,0,1,5
3346,2835,0,55,5
3347,2890,0,0,5
3348,2866,0,24,5
3349,2869,0,21,5
3350,2817,0,73,5
3351,2890,0,0,5
3352,2845,0,45,7
3353,2877,0,13,5
3354,2852,0,38,5
3355,2676,0,214,5
3356,2751,0,139,7
3357,2890,0,0,5
3358,2889,0,1,5
3359,2812,0,78,5
3360,2845,0,45,5
3361,2769,0,121,5
3362,2823,0,67,7
3363,2866,0,24,5
3364,2866,0,24,5
3365,2875,0,15,7
3366,2660,0,230,7
3367,2849,0,41,5
3368,2845,0,45,7
3369,2863,0,27,5
3370,2653,0,237,5
3371,2888,0,2,5
3372,2881,0,9,7
3373,2890,0,0,5
3374,2890,0,0,5
3375,2877,0,13,7
3376,2832,0,58,5
3377,2853,0,37,5
3378,2674,0,216,7
3379,2845,0,45,5
3380,2890,0,0,7
3381,2889,0,1,5
3382,2889,0,1,7
3383,2838,0,52,7
3384,2862,0,28,5
3385,2845,0,45,5
3386,2854,0,36,5
3387,2864,0,26,7
3388,2859,0,31,7
3389,2890,0,0,5
3390,2871,0,19,5
3391,2856,0,34,7
3392,2870,0,20,5
3393,2726,0,164,5
3394,2827,0,63,5
3395,2887,0,3,7
3396,2890,0,0,5
3397,2890,0,0,5
3398,2857,0,33,7
3399,2817,0,73,7
3400,2890,0,0,5
3401,2837,0,53,5
3402,2792,0,98,7
3403,2804,0,86,5
3404,2890,0,0,5
3405,2728,0,162,7
3406,2873,0,17,5
3407,2855,0,35,5
3408,2890,0,0,5
3409,2814,0,76,5
3410,2858,0,32,5
3411,2890,0,0,5
3412,2890,0,0,5
3413,2883,0,7,7
3414,2890,0,0,5
3415,2806,0,84,5
3416,2759,0,131,5
3417,2883,0,7,7
3418,2710,0,180,5
3419,2584,0,306,1
3420,2887,0,3,5
3421,2890,0,0,5
3422,2818,0,72,5
3423,2885,0,5,1
3424,2761,0,129,5
3425,2890,0,0,5
3426,2810,0,80,5
3427,2890,0,0,5
3428,2867,0,23,7
3429,2889,0,1,1
3430,2854,0,36,5
3431,2890,0,0,5
3432,2746,0,144,5
3433,2845,0,45,7
3434,2762,0,128,5
3435,2890,0,0,7
3436,2841,0,49,5
3437,2858,0,32,5
3438,2882,0,8,5
3439,2890,0,0,5
3440,2882,0,8,1
3441,2865,0,25,1
3442,2890,0,0,5
3443,2843,0,47,1
3444,2879,0,11,7
3445,2890,0,0,5
3446,2886,0,4,5
3447,2742,0,148,7
3448,2869,0,21,7
3449,2890,0,0,5
3450,2887,0,3,5
3451,2860,0,30,7
3452,2641,0,249,5
3453,2870,0,20,5
3454,2890,0,0,5
3455,2846,0,44,5
3456,2890,0,0,5
3457,2839,0,51,5
3458,2828,0,62,5
3459,2859,0,31,1
3460,2816,0,74,5
3461,2767,0,123,5
3462,2814,0,76,7
3463,2787,0,103,7
3464,2615,0,275,1
3465,2801,0,89,5
3466,2874,0,16,7
3467,2888,0,2,5
3468,2878,0,12,1
3469,2888,0,2,7
3470,2889,0,1,5
3471,2873,0,17,5
3472,2862,0,28,5
3473,2846,0,44,5
3474,2777,0,113,5
3475,2890,0,0,7
3476,2890,0,0,5
3477,2890,0,0,7
3478,2849,0,41,7
3479,2793,0,97,7
3480,2886,0,4,7
3481,2890,0,0,5
3482,2890,0,0,5
3483,2879,0,11,5
3484,2890,0,0,5
3485,2890,0,0,5
3486,2808,0,82,7
3487,2890,0,0,5
3488,2630,0,260,5
3489,2870,0,20,5
3490,2873,0,17,5
3491,2881,0,9,5
3492,2817,0,73,5
3493,2808,0,82,7
3494,2843,0,47,5
3495,2852,0,38,5
3496,2851,0,39,5
3497,2841,0,49,7
3498,2820,0,70,5
3499,2808,0,82,5
3500,2890,0,0,5
3501,2855,0,35,5
3502,2883,0,7,5
3503,2890,0,0,5
3504,2816,0,74,5
3505,2890,0,0,5
3506,2884,0,6,5
3507,2859,0,31,5
3508,2842,0,48,5
3509,2819,0,71,5
3510,2854,0,36,5
3511,2890,0,0,5
3512,2865,0,25,7
3513,2889,0,1,5
3514,2711,0,179,5
3515,2855,0,35,5
3516,2810,0,80,5
3517,2885,0,5,5
3518,2661,0,229,5
3519,2674,0,216,5
3520,2876,0,14,5
3521,2829,0,61,5
3522,2890,0,0,5
3523,2721,0,169,5
3524,2781,0,109,7
3525,2845,0,45,5
3526,2847,0,43,5
3527,2851,0,39,5
3528,2863,0,27,5
3529,2889,0,1,5
3530,2855,0,35,5
3531,2857,0,33,5
3532,2789,0,101,5
3533,2866,0,24,7
3534,2817,0,73,5
3535,2890,0,0,5
3536,2890,0,0,5
3537,2861,0,29,5
3538,2849,0,41,5
3539,2814,0,76,5
3540,2847,0,43,7
3541,2890,0,0,5
3542,2890,0,0,3
3543,2890,0,0,5
3544,2808,0,82,7
3545,2890,0,0,5
3546,2879,0,11,5
3547,2843,0,47,5
3548,2850,0,40,5
3549,2778,0,112,5
3550,2837,0,53,7
3551,2719,0,171,7
3552,2821,0,69,5
3553,2845,0,45,5
3554,2831,0,59,5
3555,2890,0,0,5
3556,2882,0,8,5
3557,2815,0,75,5
3558,2879,0,11,5
3559,2805,0,85,5
3560,2885,0,5,5
3561,2666,0,224,5
3562,2874,0,16,5
3563,2890,0,0,5
3564,2887,0,3,5
3565,2829,0,61,5
3566,2851,0,39,5
3567,2890,0,0,5
3568,2817,0,73,5
3569,2847,0,43,5
3570,2712,0,178,5
3571,2868,0,22,5
3572,2856,0,34,5
3573,2889,0,1,5
3574,2844,0,46,5
3575,2852,0,38,7
3576,2870,0,20,5
3577,2888,0,2,5
3578,2830,0,60,5
3579,2860,0,30,7
3580,2889,0,1,5
3581,2835,0,55,5
3582,2890,0,0,5
3583,2866,0,24,5
3584,2869,0,21,5
3585,2817,0,73,5
3586,2890,0,0,5
3587,2845,0,45,7
3588,2877,0,13,5
3589,2852,0,38,5
3590,2676,0,214,5
3591,2751,0,139,5
3592,2890,0,0,5
3593,2812,0,78,5
3594,2845,0,45,5
3595,2769,0,121,5
3596,2823,0,67,5
3597,2866,0,24,5
3598,2866,0,24,5
3599,2875,0,15,5
3600,2660,0,230,5
3601,2849,0,41,5
3602,2845,0,45,7
3603,2863,0,27,5
3604,2653,0,237,5
3605,2888,0,2,7
3606,2881,0,9,7
3607,2890,0,0,5
3608,2890,0,0,5
3609,2877,0,13,7
3610,2832,0,58,5
3611,2853,0,37,5
3612,2674,0,216,7
3613,2845,0,45,5
3614,2890,0,0,5
3615,2889,0,1,5
3616,2889,0,1,5
3617,2838,0,52,5
3618,2862,0,28,5
3619,2845,0,45,5
3620,2854,0,36,7
3621,2864,0,26,5
3622,2859,0,31,5
3623,2890,0,0,5
3624,2871,0,19,5
3625,2856,0,34,5
3626,2870,0,20,5
3627,2726,0,164,5
3628,2827,0,63,5
3629,2887,0,3,5
3630,2890,0,0,5
3631,2890,0,0,5
3632,2857,0,33,5
3633,2817,0,73,7
3634,2890,0,0,5
3635,2837,0,53,5
3636,2792,0,98,7
3637,2804,0,86,5
3638,2890,0,0,5
3639,2728,0,162,5
3640,2873,0,17,5
3641,2855,0,35,7
3642,2890,0,0,5
3643,2814,0,76,5
3644,2858,0,32,7
3645,2890,0,0,5
3646,2890,0,0,5
3647,2883,0,7,5
3648,2890,0,0,5
3649,2806,0,84,5
3650,2759,0,131,5
3651,2883,0,7,5
3652,2710,0,180,5
3653,2584,0,306,5
3654,2887,0,3,5
3655,2890,0,0,5
3656,2818,0,72,5
3657,2885,0,5,5
3658,2761,0,129,5
3659,2890,0,0,5
3660,2810,0,80,5
3661,2890,0,0,5
3662,2867,0,23,5
3663,2889,0,1,5
3664,2854,0,36,5
3665,2890,0,0,5
3666,2746,0,144,5
3667,2845,0,45,7
3668,2762,0,128,5
3669,2890,0,0,5
3670,2841,0,49,5
3671,2858,0,32,5
3672,2882,0,8,5
3673,2890,0,0,5
3674,2882,0,8,5
3675,2865,0,25,5
3676,2890,0,0,5
3677,2843,0,47,5
3678,2879,0,11,5
3679,2890,0,0,5
3680,2886,0,4,5
3681,2742,0,148,5
3682,2869,0,21,7
3683,2890,0,0,5
3684,2887,0,3,5
3685,2860,0,30,7
3686,2641,0,249,5
3687,2870,0,20,5
3688,2890,0,0,5
3689,2846,0,44,5
3690,2890,0,0,5
3691,2839,0,51,5
3692,2828,0,62,5
3693,2859,0,31,5
3694,2816,0,74,5
3695,2767,0,123,5
3696,2814,0,76,5
3697,2787,0,103,5
3698,2615,0,275,5
3699,2801,0,89,5
3700,2874,0,16,7
3701,2888,0,2,5
3702,2878,0,12,5
3703,2888,0,2,5
3704,2889,0,1,5
3705,2873,0,17,5
3706,2862,0,28,5
3707,2846,0,44,5
3708,2777,0,113,5
3709,2890,0,0,5
3710,2890,0,0,5
3711,2890,0,0,5
3712,2849,0,41,7
3713,2793,0,97,5
3714,2886,0,4,5
3715,2890,0,0,5
3716,2890,0,0,5
3717,2879,0,11,5
3718,2890,0,0,5
3719,2890,0,0,5
3720,2808,0,82,5
3721,2630,0,260,5
3722,2870,0,20,5
3723,2873,0,17,5
3724,2881,0,9,5
3725,2817,0,73,5
3726,2808,0,82,5
3727,2843,0,47,5
3728,2852,0,38,5
3729,2851,0,39,5
3730,2841,0,49,5
3731,2820,0,70,5
3732,2808,0,82,5
3733,2890,0,0,5
3734,2855,0,35,5
3735,2883,0,7,5
3736,2890,0,0,5
3737,2816,0,74,5
3738,2890,0,0,5
3739,2884,0,6,5
3740,2859,0,31,5
3741,2842,0,48,5
3742,2819,0,71,5
3743,2854,0,36,5
3744,2890,0,0,5
3745,2865,0,25,5
3746,2889,0,1,5
3747,2711,0,179,5
3748,2855,0,35,5
3749,2810,0,80,5
3750,2885,0,5,5
3751,2661,0,229,5
3752,2674,0,216,5
3753,2876,0,14,5
3754,2829,0,61,5
3755,2890,0,0,5
3756,2721,0,169,5
3757,2781,0,109,5
3758,2845,0,45,5
3759,2847,0,43,5
3760,2851,0,39,5
3761,2863,0,27,5
3762,2889,0,1,5
3763,2855,0,35,5
3764,2857,0,33,5
3765,2789,0,101,5
3766,2866,0,24,5
3767,2817,0,73,5
3768,2890,0,0,5
3769,2890,0,0,5
3770,2861,0,29,5
3771,2849,0,41,5
3772,2814,0,76,5
3773,2847,0,43,5
3774,2890,0,0,5
3775,2890,0,0,3
3776,2890,0,0,5
3777,2808,0,82,5
3778,2890,0,0,5
3779,2879,0,11,5
3780,2843,0,47,5
3781,2883,0,7,5
3782,2850,0,40,5
3783,2778,0,112,5
3784,2837,0,53,5
3785,2719,0,171,5
3786,2821,0,69,5
3787,2845,0,45,5
3788,2831,0,59,5
3789,2890,0,0,5
3790,2882,0,8,5
3791,2815,0,75,5
3792,2879,0,11,5
3793,2805,0,85,5
3794,2885,0,5,5
3795,2666,0,224,5
3796,2874,0,16,5
3797,2890,0,0,5
3798,2887,0,3,5
3799,2829,0,61,5
3800,2851,0,39,5
3801,2890,0,0,5
3802,2817,0,73,5
3803,2847,0,43,5
3804,2712,0,178,5
3805,2868,0,22,5
3806,2856,0,34,5
3807,2889,0,1,5
3808,2844,0,46,5
3809,2852,0,38,5
3810,2870,0,20,5
3811,2888,0,2,5
3812,2830,0,60,5
3813,2860,0,30,5
3814,2889,0,1,5
3815,2835,0,55,5
3816,2890,0,0,5
3817,2866,0,24,5
3818,2869,0,21,5
3819,2817,0,73,5
3820,2890,0,0,5
3821,2845,0,45,5
3822,2877,0,13,5
3823,2852,0,38,5
3824,2676,0,214,1
3825,2877,0,13,1
3826,2751,0,139,5
3827,2890,0,0,5
3828,2812,0,78,5
3829,2845,0,45,5
3830,2769,0,121,5
3831,2823,0,67,5
3832,2866,0,24,5
3833,2866,0,24,5
3834,2875,0,15,5
3835,2660,0,230,5
3836,2849,0,41,5
3837,2845,0,45,5
3838,2863,0,27,5
3839,2653,0,237,5
3840,2888,0,2,7
3841,2881,0,9,5
3842,2890,0,0,5
3843,2890,0,0,5
3844,2877,0,13,5
3845,2832,0,58,5
3846,2853,0,37,5
3847,2674,0,216,5
3848,2845,0,45,5
3849,2890,0,0,5
3850,2889,0,1,5
3851,2889,0,1,5
3852,2838,0,52,5
3853,2862,0,28,5
3854,2845,0,45,5
3855,2854,0,36,5
3856,2864,0,26,5
3857,2859,0,31,5
3858,2890,0,0,5
3859,2871,0,19,5
3860,2856,0,34,5
3861,2870,0,20,5
3862,2726,0,164,5
3863,2827,0,63,5
3864,2887,0,3,5
3865,2890,0,0,5
3866,2890,0,0,5
3867,2857,0,33,5
3868,2817,0,73,5
3869,2890,0,0,5
3870,2837,0,53,5
3871,2792,0,98,5
3872,2804,0,86,5
3873,2890,0,0,5
3874,2728,0,162,5
3875,2873,0,17,5
3876,2855,0,35,5
3877,2890,0,0,5
3878,2814,0,76,5
3879,2858,0,32,5
3880,2890,0,0,5
3881,2890,0,0,5
3882,2883,0,7,5
3883,2890,0,0,5
3884,2806,0,84,5
3885,2759,0,131,5
3886,2883,0,7,5
3887,2710,0,180,5
3888,2584,0,306,5
3889,2887,0,3,5
3890,2890,0,0,5
3891,2818,0,72,5
3892,2885,0,5,5
3893,2761,0,129,5
3894,2890,0,0,5
3895,2810,0,80,5
3896,2890,0,0,5
3897,2867,0,23,5
3898,2889,0,1,5
3899,2854,0,36,5
3900,2890,0,0,5
3901,2746,0,144,5
3902,2845,0,45,5
3903,2762,0,128,5
3904,2890,0,0,5
3905,2841,0,49,5
3906,2858,0,32,5
3907,2882,0,8,5
3908,2890,0,0,5
3909,2882,0,8,5
3910,2865,0,25,5
3911,2890,0,0,5
3912,2843,0,47,5
3913,2879,0,11,5
3914,2890,0,0,5
3915,2886,0,4,5
3916,2742,0,148,5
3917,2869,0,21,5
3918,2890,0,0,5
3919,2887,0,3,5
3920,2860,0,30,5
3921,2641,0,249,5
3922,2870,0,20,5
3923,2890,0,0,5
3924,2846,0,44,5
3925,2890,0,0,5
3926,2839,0,51,5
3927,2828,0,62,5
3928,2859,0,31,5
3929,2816,0,74,5
3930,2767,0,123,5
3931,2814,0,76,5
3932,2787,0,103,5
3933,2615,0,275,5
3934,2801,0,89,5
3935,2874,0,16,5
3936,2888,0,2,5
3937,2878,0,12,5
3938,2888,0,2,5
3939,2889,0,1,5
3940,2873,0,17,5
3941,2862,0,28,5
3942,2846,0,44,5
3943,2777,0,113,5
3944,2890,0,0,5
3945,2890,0,0,5
3946,2890,0,0,5
3947,2849,0,41,5
3948,2793,0,97,5
3949,2886,0,4,5
3950,2890,0,0,5
3951,2890,0,0,5
3952,2879,0,11,5
3953,2890,0,0,5
3954,2890,0,0,5
3955,2808,0,82,5
3956,2610,260,20,5
3957,2613,260,17,5
3958,2621,260,9,5
3959,2565,260,73,5
3960,2554,260,82,7
3961,2595,260,47,5
3962,2592,260,38,5
3963,2591,260,39,5
3964,2581,260,49,7
3965,2560,260,70,5
3966,2630,260,0,7
3967,2554,260,82,5
3968,2630,260,0,5
3969,2595,260,35,5
3970,2623,260,7,5
3971,2630,260,0,5
3972,2556,260,74,5
3973,2630,260,0,7
3974,2624,260,6,5
3975,2630,260,0,5
3976,2599,260,31,5
3977,2582,260,48,5
3978,2573,260,71,5
3979,2594,260,36,5
3980,2630,260,0,7
3981,2605,260,25,7
3982,2629,260,1,5
3983,2467,260,179,7
3984,2595,260,35,5
3985,2564,260,80,5
3986,2625,260,5,5
3987,2833,260,229,5
3988,2846,260,216,5
3989,2616,260,14,5
3990,2609,260,61,5
3991,2630,260,0,5
3992,2475,260,169,5
3993,2521,260,109,7
3994,2585,260,45,5
3995,2587,260,43,5
3996,2591,260,39,5
3997,2603,260,27,5
3998,2629,260,1,5
3999,2595,260,35,5
4000,2597,260,33,5
4001,2535,260,101,5
4002,2606,260,24,7
4003,2561,260,73,5
4004,2630,260,0,7
4005,2630,260,0,7
4006,2601,260,29,5
4007,2589,260,41,5
4008,2590,260,76,5
4009,2587,260,43,1
4010,2630,260,0,3
4011,2630,260,0,3
4012,2630,260,0,5
4013,2576,260,82,7
4014,2630,260,0,5
4015,2630,260,0,5
4016,2619,260,11,5
4017,2589,260,47,7
4018,2623,260,7,5
4019,2592,260,40,5
4020,2518,260,112,5
4021,2635,260,53,1
4022,2801,260,171,7
4023,2571,260,69,5
4024,2585,260,45,3
4025,2571,260,59,5
4026,2630,260,0,3
4027,2622,260,8,5
4028,2627,260,75,1
4029,2619,260,11,5
4030,2545,260,85,5
4031,2625,260,5,7
4032,2838,260,224,5
4033,2614,260,16,5
4034,2630,260,0,7
4035,2627,260,3,7
4036,2577,260,61,5
4037,2591,260,39,5
4038,2630,260,0,7
4039,2557,260,73,5
4040,2587,260,43,5
4041,2476,260,178,1
4042,2608,260,22,5
4043,2596,260,34,5
4044,2629,260,1,5
4045,2584,260,46,5
4046,2592,260,38,7
4047,2610,260,20,5
4048,2628,260,2,7
4049,2572,260,60,5
4050,2600,260,30,7
4051,2629,260,1,5
4052,2585,260,55,5
4053,2630,260,0,7
4054,2620,260,24,5
4055,2615,260,21,5
4056,2611,260,73,1
4057,2630,260,0,5
4058,2585,260,45,7
4059,2617,260,13,5
4060,2610,260,38,5
4061,2476,260,214,5
4062,2617,260,13,7
4063,2699,260,139,5
4064,2630,260,0,7
4065,2629,260,1,5
4066,2564,260,78,5
4067,2585,260,45,5
4068,2527,260,121,5
4069,2563,260,67,5
4070,2606,260,24,5
4071,2606,260,24,5
4072,2615,260,15,5
4073,2682,260,230,5
4074,2589,260,41,5
4075,2585,260,45,7
4076,2603,260,27,5
4077,2417,260,237,5
4078,2628,260,2,7
4079,2621,260,9,7
4080,2630,260,0,7
4081,2630,260,0,5
4082,2617,260,13,7
4083,2572,260,58,5
4084,2607,260,37,5
4085,2846,260,216,7
4086,2585,260,45,5
4087,2630,260,0,3
4088,2629,260,1,5
4089,2629,260,1,5
4090,2578,260,52,5
4091,2602,260,28,5
4092,2585,260,45,5
4093,2640,260,36,1
4094,2604,260,26,5
4095,2599,260,31,5
4096,2630,260,0,5
4097,2611,260,19,5
4098,2596,260,34,5
4099,2610,260,20,5
4100,2490,260,164,5
4101,2583,260,63,5
4102,2627,260,3,5
4103,2630,260,0,5
4104,2630,260,0,7
4105,2597,260,33,5
4106,2557,260,73,7
4107,2630,260,0,7
4108,2583,260,53,5
4109,2578,260,98,7
4110,2544,260,86,5
4111,2630,260,0,5
4112,2486,260,162,5
4113,2613,260,17,5
4114,2641,260,35,1
4115,2630,260,0,5
4116,2630,260,76,1
4117,2618,260,32,1
4118,2630,260,0,7
4119,2630,260,0,5
4120,2623,260,7,7
4121,2630,260,0,7
4122,2628,260,84,1
4123,2511,260,131,5
4124,2623,260,7,5
4125,2466,260,180,5
4126,2396,260,306,5
4127,2627,260,3,5
4128,2630,260,0,7
4129,2630,260,72,1
4130,2625,260,5,5
4131,2513,260,129,5
4132,2630,260,0,7
4133,2564,260,80,5
4134,2630,260,0,7
4135,2607,260,23,5
4136,2629,260,1,5
4137,2598,260,36,5
4138,2630,260,0,5
4139,2516,260,144,5
4140,2585,260,45,7
4141,2512,260,128,5
4142,2630,260,0,3
4143,2587,260,49,5
4144,2598,260,32,5
4145,2622,260,8,5
4146,2630,260,0,5
4147,2622,260,8,5
4148,2605,260,25,5
4149,2630,260,0,7
4150,2587,260,47,5
4151,2619,260,11,5
4152,2630,260,0,7
4153,2626,260,4,7
4154,2502,260,148,7
4155,2609,260,21,7
4156,2630,260,0,7
4157,2627,260,3,5
4158,2600,260,30,7
4159,2493,260,249,5
4160,2610,260,20,5
4161,2630,260,0,5
4162,2586,260,44,5
4163,2630,260,0,5
4164,2583,260,51,5
4165,2574,260,62,5
4166,2599,260,31,5
4167,2556,260,74,5
4168,2515,260,123,5
4169,2598,260,76,5
4170,2665,260,103,5
4171,2379,260,275,5
4172,2541,260,89,5
4173,2614,260,16,7
4174,2628,260,2,5
4175,2618,260,12,5
4176,2628,260,2,1
4177,2629,260,1,5
4178,2613,260,17,7
4179,2602,260,28,5
4180,2586,260,44,5
4181,2523,260,113,5
4182,2630,260,0,3
4183,2630,260,0,7
4184,2630,260,0,3
4185,2635,260,41,7
4186,2545,260,97,7
4187,2626,260,4,5
4188,2630,260,0,5
4189,2630,260,0,7
4190,2619,260,11,5
4191,2630,260,0,7
4192,2630,260,0,5
4193,2556,260,82,5
4194,2853,20,17,5
4195,2861,20,9,5
4196,2797,20,73,5
4197,2788,20,82,7
4198,2823,20,47,5
4199,2832,20,38,1
4200,2831,20,39,5
4201,2821,20,49,7
4202,2800,20,70,5
4203,2870,20,0,5
4204,2788,20,82,5
4205,2870,20,0,5
4206,2835,20,35,5
4207,2863,20,7,5
4208,2870,20,0,5
4209,2812,20,74,5
4210,2870,20,0,7
4211,2864,20,6,5
4212,2839,20,31,5
4213,2822,20,48,5
4214,2799,20,71,5
4215,2840,20,36,5
4216,2870,20,0,7
4217,2845,20,25,7
4218,2869,20,1,5
4219,2691,20,179,5
4220,2835,20,35,1
4221,2790,20,80,7
4222,2865,20,5,5
4223,2641,20,229,7
4224,2654,20,216,5
4225,2856,20,14,5
4226,2809,20,61,1
4227,2870,20,0,1
4228,2701,20,169,7
4229,2761,20,109,5
4230,2825,20,45,5
4231,2827,20,43,5
4232,2831,20,39,7
4233,2843,20,27,5
4234,2869,20,1,5
4235,2835,20,35,5
4236,2837,20,33,5
4237,2769,20,101,5
4238,2846,20,24,5
4239,2797,20,73,5
4240,2870,20,0,7
4241,2870,20,0,7
4242,2843,20,29,5
4243,2829,20,41,5
4244,2794,20,76,5
4245,2837,20,43,1
4246,2870,20,0,5
4247,2870,20,0,3
4248,2817,20,53,1
4249,2870,20,0,1
4250,2788,20,82,7
4251,2870,20,0,5
4252,2870,20,0,1
4253,2859,20,11,5
4254,2823,20,47,7
4255,2863,20,7,5
4256,2832,20,40,5
4257,2758,20,112,5
4258,2817,20,53,5
4259,2699,20,171,1
4260,2801,20,69,5
4261,2825,20,45,5
4262,2811,20,59,5
4263,2870,20,0,5
4264,2862,20,8,5
4265,2795,20,75,5
4266,2854,20,16,5
4267,2863,20,11,1
4268,2785,20,85,1
4269,2865,20,5,7
4270,2646,20,224,1
4271,2854,20,16,5
4272,2870,20,0,7
4273,2867,20,3,7
4274,2809,20,61,5
4275,2831,20,39,5
4276,2870,20,0,7
4277,2797,20,73,5
4278,2827,20,43,5
4279,2692,20,178,5
4280,2848,20,22,5
4281,2836,20,34,5
4282,2869,20,1,5
4283,2826,20,46,5
4284,2832,20,38,7
4285,2856,20,20,5
4286,2868,20,2,7
4287,2810,20,60,5
4288,2840,20,30,7
4289,2869,20,1,1
4290,2815,20,55,5
4291,2870,20,0,7
4292,2846,20,24,5
4293,2849,20,21,5
4294,2797,20,73,7
4295,2870,20,0,5
4296,2825,20,45,7
4297,2859,20,13,5
4298,2832,20,38,5
4299,2656,20,214,5
4300,2857,20,13,1
4301,2731,20,139,5
4302,2870,20,0,7
4303,2869,20,1,5
4304,2845,20,25,1
4305,2792,20,78,5
4306,2825,20,45,5
4307,2749,20,121,5
4308,2803,20,67,5
4309,2846,20,24,1
4310,2846,20,24,5
4311,2855,20,15,5
4312,2640,20,230,5
4313,2829,20,41,7
4314,2825,20,45,2
4315,2843,20,27,5
4316,2635,20,237,5
4317,2868,20,2,7
4318,2861,20,9,5
4319,2870,20,0,7
4320,2870,20,0,5
4321,2857,20,13,7
4322,2812,20,58,5
4323,2833,20,37,5
4324,2654,20,216,7
4325,2825,20,45,5
4326,2870,20,0,5
4327,2869,20,1,5
4328,2869,20,1,5
4329,2818,20,52,5
4330,2842,20,28,5
4331,2825,20,45,5
4332,2834,20,36,7
4333,2844,20,26,5
4334,2839,20,31,7
4335,2870,20,0,5
4336,2851,20,19,5
4337,2836,20,34,5
4338,2850,20,20,5
4339,2706,20,164,5
4340,2807,20,63,5
4341,2867,20,3,5
4342,2870,20,0,5
4343,2870,20,0,7
4344,2847,20,33,5
4345,2797,20,73,7
4346,2870,20,0,7
4347,2817,20,53,5
4348,2772,20,98,7
4349,2788,20,86,7
4350,2870,20,0,1
4351,2708,20,162,5
4352,2859,20,17,1
4353,2835,20,35,7
4354,2870,20,0,5
4355,2794,20,76,5
4356,2838,20,32,5
4357,2870,20,0,5
4358,2870,20,0,5
4359,2863,20,7,7
4360,2870,20,0,7
4361,2786,20,84,7
4362,2739,20,131,5
4363,2865,20,7,5
4364,2690,20,180,5
4365,2564,20,306,1
4366,2867,20,3,5
4367,2870,20,0,7
4368,2798,20,72,1
4369,2865,20,5,5
4370,2741,20,129,5
4371,2870,20,0,7
4372,2790,20,80,7
4373,2870,20,0,7
4374,2847,20,23,7
4375,2869,20,1,5
4376,2834,20,36,1
4377,2870,20,0,5
4378,2726,20,144,5
4379,2825,20,45,7
4380,2742,20,128,5
4381,2870,20,0,5
4382,2821,20,49,5
4383,2844,20,32,5
4384,2862,20,8,5
4385,2870,20,0,5
4386,2862,20,8,5
4387,2845,20,25,5
4388,2870,20,0,7
4389,2823,20,47,5
4390,2859,20,11,5
4391,2870,20,0,7
4392,2866,20,4,7
4393,2722,20,148,7
4394,2849,20,21,7
4395,2870,20,0,7
4396,2867,20,3,5
4397,2840,20,30,1
4398,2621,20,249,5
4399,2850,20,20,5
4400,2870,20,0,5
4401,2832,20,44,5
4402,2870,20,0,5
4403,2819,20,51,5
4404,2808,20,62,5
4405,2839,20,31,5
4406,2812,20,74,5
4407,2747,20,123,5
4408,2794,20,76,5
4409,2767,20,103,5
4410,2595,20,275,7
4411,2791,20,89,5
4412,2854,20,16,7
4413,2868,20,2,5
4414,2858,20,12,5
4415,2868,20,2,5
4416,2869,20,1,5
4417,2853,20,17,7
4418,2842,20,28,5
