,Common Values,Drug 1 total substructures,Drug 2 total substructures,interaction
1247,2838,52,0,2
1248,2838,52,0,1
1249,2838,52,0,2
1250,2797,52,41,7
1251,2741,52,97,7
1252,2834,52,4,7
1253,2838,52,0,5
1254,2838,52,0,1
1255,2827,52,11,5
1256,2838,52,0,1
1257,2838,52,0,5
1258,2756,52,82,5
1259,2733,133,24,5
1260,2703,133,54,5
1261,2757,133,0,5
1262,2673,133,86,5
1263,2703,133,54,7
1264,2737,133,38,5
1265,2695,133,62,5
1266,2757,133,0,5
1267,2757,133,0,5
1268,2757,133,0,5
1269,2515,133,260,5
1270,2737,133,20,5
1271,2740,133,17,5
1272,2748,133,9,5
1273,2684,133,73,5
1274,2675,133,82,7
1275,2710,133,47,5
1276,2719,133,38,1
1277,2730,133,39,5
1278,2708,133,49,7
1279,2687,133,70,5
1280,2675,133,82,5
1281,2757,133,0,5
1282,2730,133,35,7
1283,2750,133,7,7
1284,2757,133,0,5
1285,2683,133,74,5
1286,2757,133,0,5
1287,2751,133,6,5
1288,2757,133,0,7
1289,2726,133,31,5
1290,2709,133,48,7
1291,2694,133,71,5
1292,2721,133,36,5
1293,2757,133,0,5
1294,2732,133,25,7
1295,2756,133,1,5
1296,2662,133,179,7
1297,2746,133,35,5
1298,2683,133,80,5
1299,2752,133,5,5
1300,2542,133,229,5
1301,2549,133,216,5
1302,2743,133,14,7
1303,2700,133,61,5
1304,2757,133,0,5
1305,2780,133,169,1
1306,2648,133,109,7
1307,2712,133,45,5
1308,2724,133,43,5
1309,2736,133,39,5
1310,2730,133,27,5
1311,2756,133,1,5
1312,2722,133,35,5
1313,2724,133,33,5
1314,2656,133,101,5
1315,2743,133,24,7
1316,2684,133,73,5
1317,2757,133,0,5
1318,2757,133,0,5
1319,2728,133,29,7
1320,2716,133,41,5
1321,2681,133,76,5
1322,2714,133,43,7
1323,2757,133,0,5
1324,2757,133,0,3
1325,2757,133,0,5
1326,2677,133,82,7
1327,2757,133,0,5
1328,2746,133,11,5
1329,2710,133,47,5
1330,2754,133,7,5
1331,2719,133,40,5
1332,2645,133,112,5
1333,2704,133,53,7
1334,2594,133,171,7
1335,2694,133,69,5
1336,2712,133,45,7
1337,2768,133,59,7
1338,2757,133,0,5
1339,2749,133,8,5
1340,2682,133,75,5
1341,2746,133,11,5
1342,2672,133,85,7
1343,2752,133,5,5
1344,2541,133,224,1
1345,2741,133,16,5
1346,2757,133,0,5
1347,2754,133,3,5
1348,2698,133,61,5
1349,2722,133,39,5
1350,2757,133,0,5
1351,2698,133,73,5
1352,2714,133,43,5
1353,2605,133,178,5
1354,2735,133,22,7
1355,2723,133,34,5
1356,2756,133,1,5
1357,2711,133,46,5
1358,2719,133,38,7
1359,2737,133,20,5
1360,2755,133,2,5
1361,2697,133,60,5
1362,2737,133,30,7
1363,2756,133,1,1
1364,2702,133,55,5
1365,2757,133,0,5
1366,2739,133,24,5
1367,2738,133,21,5
1368,2684,133,73,5
1369,2757,133,0,5
1370,2730,133,45,7
1371,2744,133,13,5
1372,2719,133,38,5
1373,2551,133,214,5
1374,2744,133,13,1
1375,2628,133,139,5
1376,2757,133,0,5
1377,2679,133,78,5
1378,2712,133,45,5
1379,2810,133,121,5
1380,2706,133,67,5
1381,2733,133,24,5
1382,2733,133,24,5
1383,2742,133,15,5
1384,2531,133,230,5
1385,2716,133,41,5
1386,2730,133,45,7
1387,2732,133,27,5
1388,2546,133,237,5
1389,2755,133,2,7
1390,2748,133,9,7
1391,2757,133,0,5
1392,2757,133,0,5
1393,2744,133,13,7
1394,2715,133,58,7
1395,2720,133,37,5
1396,2549,133,216,7
1397,2712,133,45,5
1398,2757,133,0,7
1399,2756,133,1,5
1400,2756,133,1,5
1401,2705,133,52,5
1402,2731,133,28,5
1403,2712,133,45,5
1404,2721,133,36,7
1405,2731,133,26,5
1406,2726,133,31,1
1407,2757,133,0,5
1408,2738,133,19,5
1409,2733,133,34,5
1410,2737,133,20,5
1411,2613,133,164,5
1412,2700,133,63,5
1413,2754,133,3,7
1414,2757,133,0,5
1415,2757,133,0,5
1416,2724,133,33,5
1417,2698,133,73,7
1418,2757,133,0,5
1419,2704,133,53,5
1420,2659,133,98,7
1421,2671,133,86,5
1422,2757,133,0,5
1423,2597,133,162,5
1424,2740,133,17,5
1425,2722,133,35,7
1426,2757,133,0,5
1427,2681,133,76,5
1428,2725,133,32,7
1429,2757,133,0,5
1430,2757,133,0,5
1431,2750,133,7,5
1432,2757,133,0,5
1433,2673,133,84,5
1434,2632,133,131,5
1435,2750,133,7,7
1436,2717,133,180,5
1437,2611,133,306,7
1438,2754,133,3,5
1439,2757,133,0,5
1440,2685,133,72,5
1441,2752,133,5,7
1442,2636,133,129,5
1443,2757,133,0,5
1444,2683,133,80,5
1445,2757,133,0,5
1446,2734,133,23,5
1447,2756,133,1,7
1448,2721,133,36,5
1449,2757,133,0,5
1450,2621,133,144,5
1451,2726,133,45,1
1452,2633,133,128,5
1453,2757,133,0,5
1454,2716,133,49,5
1455,2725,133,32,5
1456,2749,133,8,5
1457,2757,133,0,5
1458,2749,133,8,7
1459,2732,133,25,5
1460,2757,133,0,5
1461,2710,133,47,7
1462,2746,133,11,5
1463,2757,133,0,5
1464,2753,133,4,5
1465,2837,133,148,7
1466,2742,133,21,7
1467,2757,133,0,5
1468,2754,133,3,5
1469,2737,133,30,7
1470,2508,133,249,5
1471,2737,133,20,7
1472,2757,133,0,5
1473,2713,133,44,5
1474,2757,133,0,5
1475,2708,133,51,5
1476,2695,133,62,5
1477,2726,133,31,7
1478,2683,133,74,5
1479,2644,133,123,5
1480,2683,133,76,5
1481,2654,133,103,5
1482,2634,133,275,7
1483,2668,133,89,5
1484,2741,133,16,7
1485,2755,133,2,5
1486,2745,133,12,7
1487,2755,133,2,5
1488,2756,133,1,5
1489,2740,133,17,5
1490,2729,133,28,5
1491,2713,133,44,5
1492,2646,133,113,5
1493,2757,133,0,5
1494,2757,133,0,5
1495,2757,133,0,5
1496,2716,133,41,7
1497,2854,133,97,7
1498,2753,133,4,7
1499,2757,133,0,5
1500,2757,133,0,5
1501,2746,133,11,5
1502,2757,133,0,5
1503,2757,133,0,5
1504,2675,133,82,5
1505,2812,24,54,5
1506,2866,24,0,5
1507,2780,24,86,5
1508,2831,24,35,5
1509,2828,24,38,5
1510,2816,24,62,5
1511,2866,24,0,5
1512,2866,24,0,5
1513,2866,24,0,5
1514,2606,24,260,5
1515,2846,24,20,5
1516,2851,24,17,5
1517,2857,24,9,5
1518,2797,24,73,5
1519,2784,24,82,5
1520,2819,24,47,7
1521,2828,24,38,5
1522,2827,24,39,5
1523,2817,24,49,5
1524,2796,24,70,5
1525,2866,24,0,6
1526,2784,24,82,5
1527,2866,24,0,5
1528,2831,24,35,5
1529,2859,24,7,5
1530,2866,24,0,5
1531,2804,24,74,5
1532,2866,24,0,5
1533,2860,24,6,5
1534,2835,24,31,5
1535,2818,24,48,5
1536,2795,24,71,5
1537,2830,24,36,5
1538,2866,24,0,5
1539,2841,24,25,5
1540,2865,24,1,5
1541,2687,24,179,5
1542,2831,24,35,5
1543,2786,24,80,5
1544,2861,24,5,5
1545,2637,24,229,5
1546,2650,24,216,5
1547,2852,24,14,5
1548,2805,24,61,1
1549,2866,24,0,5
1550,2697,24,169,5
1551,2777,24,109,5
1552,2821,24,45,5
1553,2823,24,43,5
1554,2827,24,39,5
1555,2839,24,27,5
1556,2865,24,1,5
1557,2843,24,35,5
1558,2833,24,33,5
1559,2777,24,101,5
1560,2842,24,24,5
1561,2793,24,73,5
1562,2866,24,0,5
1563,2866,24,0,5
1564,2837,24,29,5
1565,2825,24,41,5
1566,2790,24,76,5
1567,2823,24,43,5
1568,2866,24,0,5
1569,2866,24,0,5
1570,2813,24,53,1
1571,2866,24,0,5
1572,2784,24,82,5
1573,2866,24,0,5
1574,2866,24,0,1
1575,2855,24,11,5
1576,2819,24,47,5
1577,2859,24,7,5
1578,2826,24,40,5
1579,2774,24,112,5
1580,2813,24,53,5
1581,2695,24,171,5
1582,2797,24,69,5
1583,2821,24,45,5
1584,2807,24,59,5
1585,2866,24,0,5
1586,2858,24,8,5
1587,2791,24,75,5
1588,2850,24,16,5
1589,2855,24,11,5
1590,2781,24,85,5
1591,2861,24,5,5
1592,2642,24,224,5
1593,2850,24,16,5
1594,2866,24,0,5
1595,2863,24,3,5
1596,2805,24,61,5
1597,2827,24,39,5
1598,2866,24,0,5
1599,2793,24,73,5
1600,2823,24,43,5
1601,2690,24,178,5
1602,2844,24,22,5
1603,2836,24,34,5
1604,2865,24,1,5
1605,2822,24,46,5
1606,2828,24,38,5
1607,2846,24,20,5
1608,2864,24,2,5
1609,2818,24,60,5
1610,2836,24,30,5
1611,2865,24,1,5
1612,2811,24,55,5
1613,2866,24,0,5
1614,2842,24,24,5
1615,2845,24,21,5
1616,2793,24,73,5
1617,2866,24,0,5
1618,2821,24,45,5
1619,2853,24,13,5
1620,2828,24,38,5
1621,2652,24,214,5
1622,2853,24,13,1
1623,2731,24,139,5
1624,2866,24,0,5
1625,2865,24,1,1
1626,2841,24,25,1
1627,2792,24,78,5
1628,2821,24,45,5
1629,2745,24,121,5
1630,2803,24,67,5
1631,2842,24,24,5
1632,2842,24,24,5
1633,2851,24,15,5
1634,2636,24,230,5
1635,2825,24,41,5
1636,2821,24,45,5
1637,2839,24,27,5
1638,2631,24,237,5
1639,2864,24,2,5
1640,2859,24,9,5
1641,2866,24,0,5
1642,2866,24,0,5
1643,2853,24,13,5
1644,2808,24,58,5
1645,2829,24,37,5
1646,2650,24,216,5
1647,2821,24,45,5
1648,2866,24,0,5
1649,2865,24,1,5
1650,2865,24,1,5
1651,2814,24,52,5
1652,2838,24,28,5
1653,2825,24,45,5
1654,2830,24,36,5
1655,2840,24,26,5
1656,2835,24,31,5
1657,2866,24,0,5
1658,2847,24,19,5
1659,2832,24,34,5
1660,2846,24,20,5
1661,2702,24,164,5
1662,2803,24,63,5
1663,2863,24,3,5
1664,2866,24,0,5
1665,2866,24,0,5
1666,2833,24,33,5
1667,2793,24,73,5
1668,2866,24,0,5
1669,2813,24,53,5
1670,2768,24,98,5
1671,2780,24,86,5
1672,2866,24,0,5
1673,2714,24,162,5
1674,2849,24,17,5
1675,2831,24,35,5
1676,2866,24,0,5
1677,2790,24,76,5
1678,2834,24,32,5
1679,2866,24,0,5
1680,2866,24,0,5
1681,2859,24,7,5
1682,2866,24,0,5
1683,2782,24,84,5
1684,2735,24,131,5
1685,2859,24,7,5
1686,2686,24,180,5
1687,2560,24,306,5
1688,2863,24,3,5
1689,2866,24,0,5
1690,2794,24,72,5
1691,2861,24,5,5
1692,2749,24,129,5
1693,2866,24,0,5
1694,2786,24,80,5
1695,2866,24,0,5
1696,2843,24,23,5
1697,2865,24,1,5
1698,2830,24,36,5
1699,2866,24,0,5
1700,2722,24,144,5
1701,2821,24,45,5
1702,2738,24,128,5
1703,2866,24,0,5
1704,2817,24,49,5
1705,2834,24,32,5
1706,2858,24,8,5
1707,2866,24,0,5
1708,2858,24,8,5
1709,2841,24,25,5
1710,2866,24,0,5
1711,2819,24,47,5
1712,2855,24,11,5
1713,2866,24,0,5
1714,2862,24,4,5
1715,2718,24,148,5
1716,2845,24,21,5
1717,2866,24,0,5
1718,2863,24,3,5
1719,2836,24,30,5
1720,2621,24,249,5
1721,2846,24,20,5
1722,2866,24,0,5
1723,2822,24,44,5
1724,2866,24,0,5
1725,2815,24,51,5
1726,2804,24,62,5
1727,2835,24,31,5
1728,2804,24,74,5
1729,2743,24,123,5
1730,2790,24,76,5
1731,2763,24,103,5
1732,2591,24,275,5
1733,2789,24,89,5
1734,2850,24,16,5
1735,2864,24,2,5
1736,2854,24,12,5
1737,2864,24,2,5
1738,2865,24,1,5
1739,2849,24,17,5
1740,2842,24,28,5
1741,2822,24,44,5
1742,2763,24,113,5
1743,2866,24,0,5
1744,2866,24,0,5
1745,2866,24,0,5
1746,2825,24,41,5
1747,2769,24,97,5
1748,2862,24,4,5
1749,2866,24,0,5
1750,2866,24,0,5
1751,2865,24,11,5
1752,2866,24,0,5
1753,2866,24,0,5
1754,2784,24,82,5
1755,2836,54,0,5
1756,2752,54,86,5
1757,2803,54,35,5
1758,2782,54,54,2
1759,2798,54,38,5
1760,2776,54,62,5
1761,2836,54,0,5
1762,2836,54,0,5
1763,2836,54,0,5
1764,2576,54,260,5
1765,2816,54,20,5
1766,2819,54,17,5
1767,2827,54,9,5
1768,2765,54,73,5
1769,2762,54,82,7
1770,2791,54,47,5
1771,2798,54,38,5
1772,2797,54,39,5
1773,2791,54,49,5
1774,2788,54,70,5
1775,2836,54,0,7
1776,2762,54,82,5
1777,2836,54,0,5
1778,2801,54,35,5
1779,2829,54,7,5
1780,2836,54,0,5
1781,2762,54,74,5
1782,2836,54,0,5
1783,2830,54,6,5
1784,2836,54,0,2
1785,2805,54,31,5
1786,2810,54,48,1
1787,2765,54,71,5
1788,2800,54,36,5
1789,2836,54,0,5
1790,2811,54,25,5
1791,2835,54,1,5
1792,2661,54,179,5
1793,2801,54,35,5
1794,2756,54,80,5
1795,2831,54,5,5
1796,2607,54,229,5
1797,2620,54,216,5
1798,2822,54,14,5
1799,2775,54,61,1
1800,2836,54,0,5
1801,2671,54,169,5
1802,2727,54,109,5
1803,2795,54,45,7
1804,2793,54,43,5
1805,2797,54,39,5
1806,2809,54,27,5
1807,2835,54,1,5
1808,2801,54,35,5
1809,2809,54,33,5
1810,2735,54,101,5
1811,2812,54,24,5
1812,2763,54,73,5
1813,2836,54,0,5
1814,2836,54,0,5
1815,2807,54,29,5
1816,2799,54,41,7
1817,2760,54,76,5
1818,2793,54,43,5
1819,2836,54,0,5
1820,2836,54,0,5
1821,2783,54,53,1
1822,2836,54,0,5
1823,2754,54,82,5
1824,2836,54,0,5
1825,2836,54,0,5
1826,2825,54,11,5
1827,2793,54,47,5
1828,2829,54,7,5
1829,2796,54,40,5
1830,2724,54,112,5
1831,2783,54,53,5
1832,2665,54,171,5
1833,2769,54,69,5
1834,2791,54,45,5
1835,2779,54,59,5
1836,2836,54,0,5
1837,2828,54,8,5
1838,2761,54,75,5
1839,2825,54,11,5
1840,2769,54,85,5
1841,2831,54,5,5
1842,2612,54,224,5
1843,2820,54,16,5
1844,2836,54,0,5
1845,2833,54,3,5
1846,2777,54,61,5
1847,2797,54,39,5
1848,2836,54,0,5
1849,2763,54,73,5
1850,2797,54,43,5
1851,2662,54,178,5
1852,2814,54,22,5
1853,2802,54,34,5
1854,2835,54,1,5
1855,2790,54,46,5
1856,2804,54,38,5
1857,2816,54,20,5
1858,2834,54,2,5
1859,2776,54,60,5
1860,2806,54,30,5
1861,2835,54,1,5
1862,2781,54,55,5
1863,2836,54,0,5
1864,2812,54,24,5
1865,2815,54,21,5
1866,2763,54,73,5
1867,2836,54,0,5
1868,2791,54,45,5
1869,2823,54,13,5
1870,2798,54,38,5
1871,2624,54,214,1
1872,2823,54,13,1
1873,2697,54,139,5
1874,2836,54,0,5
1875,2835,54,1,5
1876,2758,54,78,5
1877,2791,54,45,5
1878,2715,54,121,5
1879,2769,54,67,5
1880,2812,54,24,5
1881,2812,54,24,5
1882,2821,54,15,5
1883,2610,54,230,5
1884,2801,54,41,5
1885,2791,54,45,5
1886,2809,54,27,5
1887,2603,54,237,5
1888,2834,54,2,7
1889,2827,54,9,5
1890,2836,54,0,5
1891,2836,54,0,5
1892,2825,54,13,5
1893,2778,54,58,5
1894,2799,54,37,5
1895,2620,54,216,5
1896,2791,54,45,5
1897,2836,54,0,5
1898,2835,54,1,5
1899,2835,54,1,5
1900,2792,54,52,5
1901,2808,54,28,5
1902,2791,54,45,5
1903,2800,54,36,5
1904,2810,54,26,5
1905,2805,54,31,5
1906,2836,54,0,5
1907,2817,54,19,5
1908,2802,54,34,5
1909,2816,54,20,5
1910,2672,54,164,5
1911,2775,54,63,5
1912,2833,54,3,5
1913,2836,54,0,5
1914,2836,54,0,5
1915,2803,54,33,5
1916,2763,54,73,5
1917,2836,54,0,5
1918,2783,54,53,5
1919,2738,54,98,5
1920,2750,54,86,5
1921,2836,54,0,5
1922,2674,54,162,5
1923,2819,54,17,5
1924,2801,54,35,5
1925,2836,54,0,5
1926,2760,54,76,5
1927,2804,54,32,5
1928,2836,54,0,5
1929,2836,54,0,5
1930,2829,54,7,7
1931,2836,54,0,5
1932,2752,54,84,5
1933,2713,54,131,5
1934,2829,54,7,5
1935,2656,54,180,5
1936,2534,54,306,5
1937,2833,54,3,5
1938,2836,54,0,5
1939,2764,54,72,5
1940,2831,54,5,5
1941,2707,54,129,5
1942,2836,54,0,5
1943,2756,54,80,5
1944,2836,54,0,5
1945,2813,54,23,5
1946,2835,54,1,5
1947,2800,54,36,5
1948,2836,54,0,5
1949,2694,54,144,5
1950,2791,54,45,5
1951,2712,54,128,5
1952,2836,54,0,5
1953,2787,54,49,5
1954,2804,54,32,5
1955,2828,54,8,5
1956,2836,54,0,5
1957,2828,54,8,5
1958,2811,54,25,5
1959,2836,54,0,5
1960,2789,54,47,5
1961,2825,54,11,5
1962,2836,54,0,5
1963,2832,54,4,5
1964,2688,54,148,5
1965,2815,54,21,5
1966,2836,54,0,5
1967,2833,54,3,5
1968,2806,54,30,5
1969,2597,54,249,5
1970,2816,54,20,5
1971,2836,54,0,5
1972,2792,54,44,5
1973,2836,54,0,5
1974,2787,54,51,5
1975,2774,54,62,5
1976,2811,54,31,5
1977,2762,54,74,5
1978,2737,54,123,5
1979,2760,54,76,5
1980,2733,54,103,5
1981,2573,54,275,5
1982,2747,54,89,5
1983,2820,54,16,5
1984,2834,54,2,5
1985,2828,54,12,1
1986,2834,54,2,5
1987,2835,54,1,5
1988,2821,54,17,5
1989,2808,54,28,5
1990,2792,54,44,5
1991,2723,54,113,5
1992,2836,54,0,5
1993,2836,54,0,5
1994,2836,54,0,5
1995,2795,54,41,5
1996,2739,54,97,5
1997,2832,54,4,5
1998,2836,54,0,5
1999,2836,54,0,5
2000,2825,54,11,5
2001,2836,54,0,5
2002,2836,54,0,5
2003,2754,54,82,5
2004,2804,0,86,5
2005,2852,0,38,5
2006,2828,0,62,5
2007,2890,0,0,5
2008,2890,0,0,5
2009,2890,0,0,5
2010,2630,0,260,5
2011,2870,0,20,5
2012,2873,0,17,5
2013,2881,0,9,5
2014,2817,0,73,5
2015,2808,0,82,7
2016,2843,0,47,5
2017,2852,0,38,5
2018,2851,0,39,5
2019,2841,0,49,7
2020,2820,0,70,5
2021,2808,0,82,5
2022,2890,0,0,5
2023,2855,0,35,5
2024,2883,0,7,5
2025,2890,0,0,5
2026,2816,0,74,5
2027,2890,0,0,5
2028,2884,0,6,5
2029,2859,0,31,5
2030,2842,0,48,5
2031,2819,0,71,5
2032,2854,0,36,5
2033,2890,0,0,5
2034,2865,0,25,7
2035,2889,0,1,5
2036,2711,0,179,5
2037,2855,0,35,5
2038,2810,0,80,5
2039,2885,0,5,5
2040,2661,0,229,5
2041,2674,0,216,5
2042,2876,0,14,5
2043,2829,0,61,5
2044,2890,0,0,5
2045,2721,0,169,5
2046,2781,0,109,7
2047,2845,0,45,5
2048,2847,0,43,5
2049,2851,0,39,5
2050,2863,0,27,5
2051,2889,0,1,5
2052,2855,0,35,5
2053,2857,0,33,5
2054,2789,0,101,5
2055,2866,0,24,7
2056,2817,0,73,5
2057,2890,0,0,5
2058,2890,0,0,5
2059,2861,0,29,5
2060,2849,0,41,5
2061,2814,0,76,5
2062,2847,0,43,5
2063,2890,0,0,5
2064,2890,0,0,3
2065,2890,0,0,5
2066,2808,0,82,7
2067,2890,0,0,5
2068,2890,0,0,5
2069,2879,0,11,5
2070,2843,0,47,5
2071,2883,0,7,5
2072,2850,0,40,5
2073,2778,0,112,5
2074,2837,0,53,7
2075,2719,0,171,7
2076,2821,0,69,5
2077,2845,0,45,5
2078,2831,0,59,5
2079,2890,0,0,5
2080,2882,0,8,5
2081,2815,0,75,5
2082,2879,0,11,5
2083,2805,0,85,5
2084,2885,0,5,5
2085,2666,0,224,5
2086,2874,0,16,5
2087,2890,0,0,5
2088,2887,0,3,5
2089,2829,0,61,5
2090,2851,0,39,5
2091,2890,0,0,5
2092,2817,0,73,5
2093,2847,0,43,5
2094,2712,0,178,5
2095,2868,0,22,5
2096,2856,0,34,5
2097,2889,0,1,5
2098,2844,0,46,5
2099,2852,0,38,7
2100,2870,0,20,5
2101,2888,0,2,5
2102,2830,0,60,5
2103,2860,0,30,7
2104,2889,0,1,5
2105,2835,0,55,5
2106,2890,0,0,5
2107,2866,0,24,5
2108,2869,0,21,5
2109,2817,0,73,5
2110,2890,0,0,5
2111,2845,0,45,7
2112,2877,0,13,5
2113,2852,0,38,5
2114,2676,0,214,5
2115,2751,0,139,5
2116,2890,0,0,5
2117,2889,0,1,5
2118,2812,0,78,5
2119,2845,0,45,5
2120,2769,0,121,5
2121,2823,0,67,5
2122,2866,0,24,5
2123,2866,0,24,5
2124,2875,0,15,5
2125,2660,0,230,5
2126,2849,0,41,5
2127,2845,0,45,7
2128,2863,0,27,5
2129,2653,0,237,5
2130,2888,0,2,7
2131,2881,0,9,7
2132,2890,0,0,5
2133,2890,0,0,5
2134,2877,0,13,7
2135,2832,0,58,5
2136,2853,0,37,5
2137,2674,0,216,7
2138,2845,0,45,5
2139,2890,0,0,5
2140,2889,0,1,5
2141,2889,0,1,5
2142,2838,0,52,5
2143,2862,0,28,5
2144,2845,0,45,5
2145,2854,0,36,7
2146,2864,0,26,5
2147,2859,0,31,5
2148,2890,0,0,5
2149,2871,0,19,5
2150,2856,0,34,5
2151,2870,0,20,5
2152,2726,0,164,5
2153,2827,0,63,5
2154,2887,0,3,5
2155,2890,0,0,5
2156,2890,0,0,5
2157,2857,0,33,5
2158,2817,0,73,7
2159,2890,0,0,5
2160,2837,0,53,5
2161,2792,0,98,7
2162,2804,0,86,5
2163,2890,0,0,5
2164,2728,0,162,5
2165,2873,0,17,5
2166,2855,0,35,7
2167,2890,0,0,5
2168,2814,0,76,5
2169,2858,0,32,7
2170,2890,0,0,5
2171,2890,0,0,5
2172,2883,0,7,7
2173,2890,0,0,5
2174,2806,0,84,5
2175,2759,0,131,5
2176,2883,0,7,5
2177,2710,0,180,5
2178,2584,0,306,5
2179,2887,0,3,5
2180,2890,0,0,5
2181,2818,0,72,5
2182,2885,0,5,5
2183,2761,0,129,5
2184,2890,0,0,5
2185,2810,0,80,5
2186,2890,0,0,5
2187,2867,0,23,5
2188,2889,0,1,5
2189,2854,0,36,5
2190,2890,0,0,5
2191,2746,0,144,5
2192,2845,0,45,7
2193,2762,0,128,5
2194,2890,0,0,5
2195,2841,0,49,5
2196,2858,0,32,5
2197,2882,0,8,5
2198,2890,0,0,5
2199,2882,0,8,5
2200,2865,0,25,5
2201,2890,0,0,5
2202,2843,0,47,5
2203,2879,0,11,5
2204,2890,0,0,5
2205,2886,0,4,5
2206,2742,0,148,5
2207,2869,0,21,7
2208,2890,0,0,5
2209,2887,0,3,5
2210,2860,0,30,7
2211,2641,0,249,5
2212,2870,0,20,5
2213,2890,0,0,5
2214,2846,0,44,5
2215,2890,0,0,5
2216,2839,0,51,5
2217,2828,0,62,5
2218,2859,0,31,5
2219,2816,0,74,5
2220,2767,0,123,5
2221,2814,0,76,5
2222,2787,0,103,5
2223,2615,0,275,5
2224,2801,0,89,5
2225,2874,0,16,7
2226,2888,0,2,5
2227,2878,0,12,5
2228,2888,0,2,5
2229,2889,0,1,5
2230,2873,0,17,5
2231,2862,0,28,5
2232,2846,0,44,5
2233,2777,0,113,5
2234,2890,0,0,5
2235,2890,0,0,5
2236,2890,0,0,5
2237,2849,0,41,7
2238,2793,0,97,5
2239,2886,0,4,5
2240,2890,0,0,5
2241,2890,0,0,5
2242,2879,0,11,5
2243,2890,0,0,5
2244,2890,0,0,5
2245,2808,0,82,5
2246,2769,86,35,5
2247,2766,86,38,5
2248,2758,86,62,5
2249,2804,86,0,5
2250,2804,86,0,5
2251,2804,86,0,5
2252,2556,86,260,5
2253,2784,86,20,5
2254,2787,86,17,5
2255,2795,86,9,5
2256,2733,86,73,5
2257,2724,86,82,7
2258,2763,86,47,5
2259,2768,86,38,5
2260,2765,86,39,5
2261,2755,86,49,1
2262,2746,86,70,5
2263,2804,86,0,7
2264,2724,86,82,5
2265,2804,86,0,5
2266,2769,86,35,5
2267,2797,86,7,5
2268,2804,86,0,5
2269,2730,86,74,5
2270,2804,86,0,5
2271,2800,86,6,5
2272,2773,86,31,5
2273,2758,86,48,5
2274,2733,86,71,5
2275,2768,86,36,5
2276,2804,86,0,5
2277,2779,86,25,7
2278,2803,86,1,5
2279,2627,86,179,2
2280,2769,86,35,1
2281,2728,86,80,5
2282,2799,86,5,5
2283,2587,86,229,1
2284,2600,86,216,5
2285,2790,86,14,5
2286,2743,86,61,5
2287,2804,86,0,1
2288,2641,86,169,1
2289,2695,86,109,7
2290,2759,86,45,7
2291,2761,86,43,5
2292,2765,86,39,5
2293,2777,86,27,5
2294,2803,86,1,5
2295,2769,86,35,5
2296,2771,86,33,5
2297,2703,86,101,5
2298,2780,86,24,7
2299,2733,86,73,5
2300,2804,86,0,5
2301,2804,86,0,5
2302,2775,86,29,5
2303,2763,86,41,7
2304,2730,86,76,5
2305,2761,86,43,1
2306,2804,86,0,5
2307,2804,86,0,3
2308,2804,86,0,1
2309,2732,86,82,7
2310,2804,86,0,5
2311,2804,86,0,1
2312,2793,86,11,5
2313,2759,86,47,5
2314,2797,86,7,5
2315,2764,86,40,5
2316,2692,86,112,5
2317,2759,86,53,7
2318,2645,86,171,1
2319,2739,86,69,5
2320,2759,86,45,6
2321,2749,86,59,2
2322,2804,86,0,6
2323,2796,86,8,5
2324,2737,86,75,5
2325,2793,86,11,1
2326,2729,86,85,1
2327,2799,86,5,2
2328,2596,86,224,1
2329,2788,86,16,5
2330,2804,86,0,5
2331,2801,86,3,5
2332,2751,86,61,5
2333,2765,86,39,5
2334,2804,86,0,1
2335,2731,86,73,5
2336,2761,86,43,5
2337,2630,86,178,5
2338,2788,86,22,5
2339,2770,86,34,5
2340,2803,86,1,2
2341,2758,86,46,5
2342,2766,86,38,7
2343,2784,86,20,5
2344,2802,86,2,5
2345,2746,86,60,5
2346,2774,86,30,7
2347,2803,86,1,1
2348,2749,86,55,5
2349,2804,86,0,5
2350,2780,86,24,5
2351,2783,86,21,5
2352,2737,86,73,5
2353,2804,86,0,5
2354,2759,86,45,7
2355,2791,86,13,5
2356,2766,86,38,5
2357,2594,86,214,5
2358,2791,86,13,7
2359,2679,86,139,5
2360,2804,86,0,5
2361,2803,86,1,5
2362,2779,86,25,1
2363,2728,86,78,5
2364,2759,86,45,5
2365,2683,86,121,5
2366,2737,86,67,5
2367,2782,86,24,5
2368,2780,86,24,5
2369,2789,86,15,5
2370,2590,86,230,5
2371,2763,86,41,5
2372,2759,86,45,7
2373,2779,86,27,5
2374,2571,86,237,5
2375,2802,86,2,7
2376,2795,86,9,7
2377,2804,86,0,2
2378,2804,86,0,5
2379,2791,86,13,7
2380,2746,86,58,5
2381,2769,86,37,5
2382,2600,86,216,1
2383,2759,86,45,5
2384,2804,86,0,6
2385,2803,86,1,5
2386,2803,86,1,5
2387,2764,86,52,5
2388,2776,86,28,5
2389,2759,86,45,5
2390,2774,86,36,1
2391,2778,86,26,5
2392,2773,86,31,1
2393,2804,86,0,5
2394,2785,86,19,5
2395,2770,86,34,5
2396,2784,86,20,5
2397,2646,86,164,5
2398,2753,86,63,5
2399,2801,86,3,5
2400,2804,86,0,5
2401,2804,86,0,5
2402,2771,86,33,5
2403,2731,86,73,1
2404,2804,86,0,5
2405,2753,86,53,5
2406,2716,86,98,7
2407,2720,86,86,5
2408,2804,86,0,1
2409,2654,86,162,2
2410,2787,86,17,1
