,Common Values,Drug 1 total substructures,Drug 2 total substructures
3928,2859,0.0,35.0
3929,2816,0.0,0.0
3930,2767,0.0,76.0
3931,2814,0.0,32.0
3932,2787,0.0,0.0
3933,2615,0.0,0.0
3934,2801,0.0,7.0
3935,2874,0.0,0.0
3936,2888,0.0,84.0
3937,2878,0.0,131.0
3938,2888,0.0,7.0
3939,2889,0.0,180.0
3940,2873,0.0,306.0
3941,2862,0.0,3.0
3942,2846,0.0,0.0
3943,2777,0.0,72.0
3944,2890,0.0,5.0
3945,2890,0.0,129.0
3946,2890,0.0,0.0
3947,2849,0.0,80.0
3948,2793,0.0,0.0
3949,2886,0.0,23.0
3950,2890,0.0,1.0
3951,2890,0.0,36.0
3952,2879,0.0,0.0
3953,2890,0.0,144.0
3954,2890,0.0,45.0
3955,2808,0.0,128.0
3956,2610,0.0,0.0
3957,2613,0.0,49.0
3958,2621,0.0,32.0
3959,2565,0.0,8.0
3960,2554,0.0,0.0
3961,2595,0.0,8.0
3962,2592,0.0,25.0
3963,2591,0.0,0.0
3964,2581,0.0,47.0
3965,2560,0.0,11.0
3966,2630,0.0,0.0
3967,2554,0.0,4.0
3968,2630,0.0,148.0
3969,2595,0.0,21.0
3970,2623,0.0,0.0
3971,2630,0.0,3.0
3972,2556,0.0,30.0
3973,2630,0.0,249.0
3974,2624,0.0,20.0
3975,2630,0.0,0.0
3976,2599,0.0,44.0
3977,2582,0.0,0.0
3978,2573,0.0,51.0
3979,2594,0.0,62.0
3980,2630,0.0,31.0
3981,2605,0.0,74.0
3982,2629,0.0,123.0
3983,2467,0.0,76.0
3984,2595,0.0,103.0
3985,2564,0.0,275.0
3986,2625,0.0,89.0
3987,2833,0.0,16.0
3988,2846,0.0,2.0
3989,2616,0.0,12.0
3990,2609,0.0,2.0
3991,2630,0.0,1.0
3992,2475,0.0,17.0
3993,2521,0.0,28.0
3994,2585,0.0,44.0
3995,2587,0.0,113.0
3996,2591,0.0,0.0
3997,2603,0.0,0.0
3998,2629,0.0,0.0
3999,2595,0.0,41.0
4000,2597,0.0,97.0
4001,2535,0.0,4.0
4002,2606,0.0,0.0
4003,2561,0.0,0.0
4004,2630,0.0,11.0
4005,2630,0.0,0.0
4006,2601,0.0,0.0
4007,2589,0.0,82.0
4008,2590,0.0,260.0
4009,2587,0.0,20.0
4010,2630,0.0,17.0
4011,2630,0.0,9.0
4012,2630,0.0,73.0
4013,2576,0.0,82.0
4014,2630,0.0,47.0
4015,2630,0.0,38.0
4016,2619,0.0,39.0
4017,2589,0.0,49.0
4018,2623,0.0,70.0
4019,2592,,
4020,2518,0.0,82.0
4021,2635,0.0,0.0
4022,2801,0.0,35.0
4023,2571,0.0,7.0
4024,2585,0.0,0.0
4025,2571,0.0,74.0
4026,2630,0.0,0.0
4027,2622,0.0,6.0
4028,2627,,
4029,2619,0.0,31.0
4030,2545,0.0,48.0
4031,2625,0.0,71.0
4032,2838,0.0,36.0
4033,2614,0.0,0.0
4034,2630,0.0,25.0
4035,2627,0.0,1.0
4036,2577,0.0,179.0
4037,2591,0.0,35.0
4038,2630,0.0,80.0
4039,2557,0.0,5.0
4040,2587,0.0,229.0
4041,2476,0.0,216.0
4042,2608,0.0,14.0
4043,2596,0.0,61.0
4044,2629,0.0,0.0
4045,2584,0.0,169.0
4046,2592,0.0,109.0
4047,2610,0.0,45.0
4048,2628,0.0,43.0
4049,2572,0.0,39.0
4050,2600,0.0,27.0
4051,2629,0.0,1.0
4052,2585,0.0,35.0
4053,2630,0.0,33.0
4054,2620,0.0,101.0
4055,2615,0.0,24.0
4056,2611,0.0,73.0
4057,2630,0.0,0.0
4058,2585,0.0,0.0
4059,2617,0.0,29.0
4060,2610,0.0,41.0
4061,2476,0.0,76.0
4062,2617,0.0,43.0
4063,2699,0.0,0.0
4064,2630,0.0,0.0
4065,2629,,
4066,2564,0.0,0.0
4067,2585,0.0,82.0
4068,2527,0.0,0.0
4069,2563,,
4070,2606,0.0,11.0
4071,2606,0.0,47.0
4072,2615,0.0,7.0
4073,2682,0.0,40.0
4074,2589,0.0,112.0
4075,2585,0.0,53.0
4076,2603,0.0,171.0
4077,2417,0.0,69.0
4078,2628,0.0,45.0
4079,2621,0.0,59.0
4080,2630,0.0,0.0
4081,2630,0.0,8.0
4082,2617,0.0,75.0
4083,2572,,
4084,2607,0.0,11.0
4085,2846,0.0,85.0
4086,2585,0.0,5.0
4087,2630,0.0,224.0
4088,2629,0.0,16.0
4089,2629,0.0,0.0
4090,2578,0.0,3.0
4091,2602,0.0,61.0
4092,2585,0.0,39.0
4093,2640,0.0,0.0
4094,2604,0.0,73.0
4095,2599,0.0,43.0
4096,2630,0.0,178.0
4097,2611,0.0,22.0
4098,2596,0.0,34.0
4099,2610,0.0,1.0
4100,2490,0.0,46.0
4101,2583,0.0,38.0
4102,2627,0.0,20.0
4103,2630,0.0,2.0
4104,2630,0.0,60.0
4105,2597,0.0,30.0
4106,2557,0.0,1.0
4107,2630,0.0,55.0
4108,2583,0.0,0.0
4109,2578,0.0,24.0
4110,2544,0.0,21.0
4111,2630,0.0,73.0
4112,2486,0.0,0.0
4113,2613,0.0,45.0
4114,2641,0.0,13.0
4115,2630,0.0,38.0
4116,2630,0.0,214.0
4117,2618,0.0,13.0
4118,2630,0.0,139.0
4119,2630,0.0,0.0
4120,2623,,
4121,2630,,
4122,2628,0.0,78.0
4123,2511,0.0,45.0
4124,2623,0.0,121.0
4125,2466,0.0,67.0
4126,2396,0.0,24.0
4127,2627,0.0,24.0
4128,2630,0.0,15.0
4129,2630,0.0,230.0
4130,2625,0.0,41.0
4131,2513,0.0,45.0
4132,2630,0.0,27.0
4133,2564,0.0,237.0
4134,2630,0.0,2.0
4135,2607,0.0,9.0
4136,2629,0.0,0.0
4137,2598,0.0,0.0
4138,2630,0.0,13.0
4139,2516,0.0,58.0
4140,2585,0.0,37.0
4141,2512,0.0,216.0
4142,2630,0.0,45.0
4143,2587,0.0,0.0
4144,2598,0.0,1.0
4145,2622,0.0,1.0
4146,2630,0.0,52.0
4147,2622,0.0,28.0
4148,2605,0.0,45.0
4149,2630,0.0,36.0
4150,2587,0.0,26.0
4151,2619,0.0,31.0
4152,2630,0.0,0.0
4153,2626,0.0,19.0
4154,2502,0.0,34.0
4155,2609,0.0,20.0
4156,2630,0.0,164.0
4157,2627,0.0,63.0
4158,2600,0.0,3.0
4159,2493,0.0,0.0
4160,2610,0.0,0.0
4161,2630,0.0,33.0
4162,2586,0.0,73.0
4163,2630,0.0,0.0
4164,2583,0.0,53.0
4165,2574,0.0,98.0
4166,2599,0.0,86.0
4167,2556,0.0,0.0
4168,2515,0.0,162.0
4169,2598,0.0,17.0
4170,2665,0.0,35.0
4171,2379,0.0,0.0
4172,2541,0.0,76.0
4173,2614,0.0,32.0
4174,2628,0.0,0.0
4175,2618,0.0,0.0
4176,2628,0.0,7.0
4177,2629,0.0,0.0
4178,2613,0.0,84.0
4179,2602,0.0,131.0
4180,2586,0.0,7.0
4181,2523,0.0,180.0
4182,2630,0.0,306.0
4183,2630,0.0,3.0
4184,2630,0.0,0.0
4185,2635,0.0,72.0
4186,2545,0.0,5.0
4187,2626,0.0,129.0
4188,2630,0.0,0.0
4189,2630,0.0,80.0
4190,2619,0.0,0.0
4191,2630,0.0,23.0
4192,2630,0.0,1.0
4193,2556,0.0,36.0
4194,2853,0.0,0.0
4195,2861,0.0,144.0
4196,2797,0.0,45.0
4197,2788,0.0,128.0
4198,2823,0.0,0.0
4199,2832,0.0,49.0
4200,2831,0.0,32.0
4201,2821,0.0,8.0
4202,2800,0.0,0.0
4203,2870,0.0,8.0
4204,2788,0.0,25.0
4205,2870,0.0,0.0
4206,2835,0.0,47.0
4207,2863,0.0,11.0
4208,2870,0.0,0.0
4209,2812,0.0,4.0
4210,2870,0.0,148.0
4211,2864,0.0,21.0
4212,2839,0.0,0.0
4213,2822,0.0,3.0
4214,2799,0.0,30.0
4215,2840,0.0,249.0
4216,2870,0.0,20.0
4217,2845,0.0,0.0
4218,2869,0.0,44.0
4219,2691,0.0,0.0
4220,2835,0.0,51.0
4221,2790,0.0,62.0
4222,2865,0.0,31.0
4223,2641,0.0,74.0
4224,2654,0.0,123.0
4225,2856,0.0,76.0
4226,2809,0.0,103.0
4227,2870,0.0,275.0
4228,2701,0.0,89.0
4229,2761,0.0,16.0
4230,2825,0.0,2.0
4231,2827,0.0,12.0
4232,2831,0.0,2.0
4233,2843,0.0,1.0
4234,2869,0.0,17.0
4235,2835,0.0,28.0
4236,2837,0.0,44.0
4237,2769,0.0,113.0
4238,2846,0.0,0.0
4239,2797,0.0,0.0
4240,2870,0.0,0.0
4241,2870,0.0,41.0
4242,2843,0.0,97.0
4243,2829,0.0,4.0
4244,2794,0.0,0.0
4245,2837,0.0,0.0
4246,2870,0.0,11.0
4247,2870,0.0,0.0
4248,2817,0.0,0.0
4249,2870,0.0,82.0
4250,2788,260.0,20.0
4251,2870,260.0,17.0
4252,2870,260.0,9.0
4253,2859,260.0,73.0
4254,2823,260.0,82.0
4255,2863,260.0,47.0
4256,2832,260.0,38.0
4257,2758,260.0,39.0
4258,2817,260.0,49.0
4259,2699,260.0,70.0
4260,2801,260.0,0.0
4261,2825,260.0,82.0
4262,2811,260.0,0.0
4263,2870,260.0,35.0
4264,2862,260.0,7.0
4265,2795,260.0,0.0
4266,2854,260.0,74.0
4267,2863,260.0,0.0
4268,2785,260.0,6.0
4269,2865,260.0,0.0
4270,2646,260.0,31.0
4271,2854,260.0,48.0
4272,2870,260.0,71.0
4273,2867,260.0,36.0
4274,2809,260.0,0.0
4275,2831,260.0,25.0
4276,2870,260.0,1.0
4277,2797,260.0,179.0
4278,2827,260.0,35.0
4279,2692,260.0,80.0
4280,2848,260.0,5.0
4281,2836,260.0,229.0
4282,2869,260.0,216.0
4283,2826,260.0,14.0
4284,2832,260.0,61.0
4285,2856,260.0,0.0
4286,2868,260.0,169.0
4287,2810,260.0,109.0
4288,2840,260.0,45.0
4289,2869,260.0,43.0
4290,2815,260.0,39.0
4291,2870,260.0,27.0
4292,2846,260.0,1.0
4293,2849,260.0,35.0
4294,2797,260.0,33.0
4295,2870,260.0,101.0
4296,2825,260.0,24.0
4297,2859,260.0,73.0
4298,2832,260.0,0.0
4299,2656,260.0,0.0
4300,2857,260.0,29.0
4301,2731,260.0,41.0
4302,2870,260.0,76.0
4303,2869,260.0,43.0
4304,2845,260.0,0.0
4305,2792,260.0,0.0
4306,2825,,
4307,2749,260.0,0.0
4308,2803,260.0,82.0
4309,2846,260.0,0.0
4310,2846,260.0,0.0
4311,2855,260.0,11.0
4312,2640,260.0,47.0
4313,2829,260.0,7.0
4314,2825,260.0,40.0
4315,2843,260.0,112.0
4316,2635,260.0,53.0
4317,2868,260.0,171.0
4318,2861,260.0,69.0
4319,2870,260.0,45.0
4320,2870,260.0,59.0
4321,2857,260.0,0.0
4322,2812,260.0,8.0
4323,2833,260.0,75.0
4324,2654,,
4325,2825,260.0,11.0
4326,2870,260.0,85.0
4327,2869,260.0,5.0
4328,2869,260.0,224.0
4329,2818,260.0,16.0
4330,2842,260.0,0.0
4331,2825,260.0,3.0
4332,2834,260.0,61.0
4333,2844,260.0,39.0
4334,2839,260.0,0.0
4335,2870,260.0,73.0
4336,2851,260.0,43.0
4337,2836,260.0,178.0
4338,2850,260.0,22.0
4339,2706,260.0,34.0
4340,2807,260.0,1.0
4341,2867,260.0,46.0
4342,2870,260.0,38.0
4343,2870,260.0,20.0
4344,2847,260.0,2.0
4345,2797,260.0,60.0
4346,2870,260.0,30.0
4347,2817,260.0,1.0
4348,2772,260.0,55.0
4349,2788,260.0,0.0
4350,2870,260.0,24.0
4351,2708,260.0,21.0
4352,2859,260.0,73.0
4353,2835,260.0,0.0
4354,2870,260.0,45.0
4355,2794,260.0,13.0
4356,2838,260.0,38.0
4357,2870,260.0,214.0
4358,2870,260.0,13.0
4359,2863,260.0,139.0
4360,2870,260.0,0.0
4361,2786,260.0,1.0
4362,2739,,
4363,2865,260.0,78.0
4364,2690,260.0,45.0
4365,2564,260.0,121.0
4366,2867,260.0,67.0
4367,2870,260.0,24.0
4368,2798,260.0,24.0
4369,2865,260.0,15.0
4370,2741,260.0,230.0
4371,2870,260.0,41.0
4372,2790,260.0,45.0
4373,2870,260.0,27.0
4374,2847,260.0,237.0
4375,2869,260.0,2.0
4376,2834,260.0,9.0
4377,2870,260.0,0.0
4378,2726,260.0,0.0
4379,2825,260.0,13.0
4380,2742,260.0,58.0
4381,2870,260.0,37.0
4382,2821,260.0,216.0
4383,2844,260.0,45.0
4384,2862,260.0,0.0
4385,2870,260.0,1.0
4386,2862,260.0,1.0
4387,2845,260.0,52.0
4388,2870,260.0,28.0
4389,2823,260.0,45.0
4390,2859,260.0,36.0
4391,2870,260.0,26.0
4392,2866,260.0,31.0
4393,2722,260.0,0.0
4394,2849,260.0,19.0
4395,2870,260.0,34.0
4396,2867,260.0,20.0
4397,2840,260.0,164.0
4398,2621,260.0,63.0
4399,2850,260.0,3.0
4400,2870,260.0,0.0
4401,2832,260.0,0.0
4402,2870,260.0,33.0
4403,2819,260.0,73.0
4404,2808,260.0,0.0
4405,2839,260.0,53.0
4406,2812,260.0,98.0
4407,2747,260.0,86.0
4408,2794,260.0,0.0
4409,2767,260.0,162.0
4410,2595,260.0,17.0
4411,2791,260.0,35.0
4412,2854,260.0,0.0
4413,2868,260.0,76.0
4414,2858,260.0,32.0
4415,2868,260.0,0.0
4416,2869,260.0,0.0
4417,2853,260.0,7.0
4418,2842,260.0,0.0
4419,2832,260.0,84.0
4420,2757,260.0,131.0
4421,2870,260.0,7.0
4422,2870,260.0,180.0
4423,2870,260.0,306.0
4424,2829,260.0,3.0
4425,2773,260.0,0.0
4426,2866,260.0,72.0
4427,2870,260.0,5.0
4428,2870,260.0,129.0
4429,2859,260.0,0.0
4430,2870,260.0,80.0
4431,2870,260.0,0.0
4432,2788,260.0,23.0
4433,2864,260.0,1.0
4434,2802,260.0,36.0
4435,2791,260.0,0.0
4436,2828,260.0,144.0
4437,2835,260.0,45.0
4438,2834,260.0,128.0
4439,2824,260.0,0.0
4440,2803,260.0,49.0
4441,2873,260.0,32.0
4442,2791,260.0,8.0
4443,2873,260.0,0.0
4444,2838,260.0,8.0
4445,2866,260.0,25.0
4446,2873,260.0,0.0
4447,2799,260.0,47.0
4448,2873,260.0,11.0
4449,2867,260.0,0.0
4450,2842,260.0,4.0
4451,2825,260.0,148.0
4452,2802,260.0,21.0
4453,2837,260.0,0.0
4454,2873,260.0,3.0
4455,2848,260.0,30.0
4456,2872,260.0,249.0
4457,2694,260.0,20.0
4458,2838,260.0,0.0
4459,2793,260.0,44.0
4460,2870,260.0,0.0
4461,2644,260.0,51.0
4462,2657,260.0,62.0
4463,2859,260.0,31.0
4464,2812,260.0,74.0
4465,2873,260.0,123.0
4466,2704,260.0,76.0
4467,2764,260.0,103.0
4468,2828,260.0,275.0
4469,2830,260.0,89.0
4470,2834,260.0,16.0
4471,2846,260.0,2.0
4472,2872,260.0,12.0
4473,2838,260.0,2.0
4474,2840,260.0,1.0
4475,2772,260.0,17.0
4476,2849,260.0,28.0
4477,2802,260.0,44.0
4478,2873,260.0,113.0
4479,2873,260.0,0.0
4480,2844,260.0,0.0
4481,2832,260.0,0.0
4482,2797,260.0,41.0
4483,2830,260.0,97.0
4484,2873,260.0,4.0
4485,2873,260.0,0.0
4486,2820,260.0,0.0
4487,2873,260.0,11.0
4488,2791,260.0,0.0
4489,2873,260.0,0.0
4490,2873,260.0,82.0
4491,2862,20.0,17.0
4492,2826,20.0,9.0
4493,2866,20.0,73.0
4494,2835,20.0,82.0
4495,2761,20.0,47.0
4496,2820,20.0,38.0
4497,2702,20.0,39.0
4498,2804,20.0,49.0
4499,2828,20.0,70.0
4500,2814,20.0,0.0
4501,2873,20.0,82.0
4502,2865,20.0,0.0
4503,2798,20.0,35.0
4504,2857,20.0,7.0
4505,2862,20.0,0.0
4506,2788,20.0,74.0
4507,2868,20.0,0.0
4508,2649,20.0,6.0
4509,2857,,
4510,2873,20.0,31.0
4511,2870,20.0,48.0
4512,2812,20.0,71.0
4513,2834,20.0,36.0
4514,2873,20.0,0.0
4515,2800,20.0,25.0
4516,2830,20.0,1.0
4517,2695,20.0,179.0
4518,2851,20.0,35.0
4519,2839,20.0,80.0
4520,2872,20.0,5.0
4521,2827,20.0,229.0
4522,2835,20.0,216.0
4523,2853,20.0,14.0
4524,2871,20.0,61.0
4525,2813,20.0,0.0
4526,2843,20.0,169.0
4527,2872,20.0,109.0
4528,2818,20.0,45.0
4529,2873,20.0,43.0
4530,2849,20.0,39.0
4531,2852,20.0,27.0
4532,2800,20.0,1.0
4533,2873,20.0,35.0
4534,2828,20.0,33.0
4535,2860,20.0,101.0
4536,2835,20.0,24.0
4537,2659,20.0,73.0
4538,2734,20.0,0.0
4539,2873,20.0,0.0
4540,2872,20.0,29.0
4541,2848,20.0,41.0
4542,2801,20.0,76.0
4543,2828,20.0,43.0
4544,2752,20.0,0.0
4545,2806,20.0,0.0
4546,2849,20.0,53.0
4547,2849,20.0,0.0
4548,2858,20.0,82.0
4549,2643,20.0,0.0
4550,2832,20.0,0.0
4551,2828,20.0,11.0
4552,2846,20.0,47.0
4553,2638,20.0,7.0
4554,2875,20.0,40.0
4555,2864,20.0,112.0
4556,2873,20.0,53.0
4557,2873,20.0,171.0
4558,2860,20.0,69.0
4559,2815,20.0,45.0
4560,2836,20.0,59.0
4561,2657,20.0,0.0
4562,2828,20.0,8.0
4563,2873,20.0,75.0
4564,2872,20.0,16.0
4565,2872,20.0,11.0
4566,2821,20.0,85.0
4567,2845,20.0,5.0
4568,2828,20.0,224.0
4569,2837,20.0,16.0
4570,2847,20.0,0.0
4571,2842,20.0,3.0
4572,2873,20.0,61.0
4573,2856,20.0,39.0
4574,2839,20.0,0.0
4575,2857,20.0,73.0
4576,2709,20.0,43.0
4577,2810,20.0,178.0
4578,2870,20.0,22.0
4579,2873,20.0,34.0
4580,2873,20.0,1.0
4581,2840,20.0,46.0
4582,2800,20.0,38.0
4583,2873,20.0,20.0
4584,2820,20.0,2.0
4585,2775,20.0,60.0
4586,2793,20.0,30.0
4587,2873,20.0,1.0
4588,2717,20.0,55.0
4589,2856,20.0,0.0
4590,2838,20.0,24.0
4591,2873,20.0,21.0
4592,2797,20.0,73.0
4593,2841,20.0,0.0
4594,2873,20.0,45.0
4595,2873,20.0,13.0
4596,2866,20.0,38.0
4597,2873,20.0,214.0
4598,2789,20.0,13.0
4599,2742,20.0,139.0
4600,2866,20.0,0.0
4601,2693,20.0,1.0
4602,2569,20.0,25.0
4603,2870,20.0,78.0
4604,2873,20.0,45.0
4605,2801,20.0,121.0
4606,2868,20.0,67.0
4607,2744,20.0,24.0
4608,2873,20.0,24.0
4609,2793,20.0,15.0
4610,2873,20.0,230.0
4611,2850,20.0,41.0
4612,2872,20.0,45.0
4613,2837,20.0,27.0
4614,2873,20.0,237.0
4615,2729,20.0,2.0
4616,2828,20.0,9.0
4617,2745,20.0,0.0
4618,2873,20.0,0.0
4619,2824,20.0,13.0
4620,2841,20.0,58.0
4621,2865,20.0,37.0
4622,2873,20.0,216.0
4623,2865,20.0,45.0
4624,2848,20.0,0.0
4625,2873,20.0,1.0
4626,2826,20.0,1.0
4627,2862,20.0,52.0
4628,2873,20.0,28.0
4629,2869,20.0,45.0
4630,2725,20.0,36.0
4631,2852,20.0,26.0
4632,2873,20.0,31.0
4633,2870,20.0,0.0
4634,2843,20.0,19.0
4635,2630,20.0,34.0
4636,2853,20.0,20.0
4637,2873,20.0,164.0
4638,2829,20.0,63.0
4639,2873,20.0,3.0
4640,2822,20.0,0.0
4641,2813,20.0,0.0
4642,2842,20.0,33.0
4643,2799,20.0,73.0
4644,2750,20.0,0.0
4645,2797,20.0,53.0
4646,2770,20.0,98.0
4647,2598,20.0,86.0
4648,2784,20.0,0.0
4649,2857,20.0,162.0
4650,2871,20.0,17.0
4651,2861,20.0,35.0
4652,2871,20.0,0.0
4653,2872,20.0,76.0
4654,2856,20.0,32.0
4655,2845,20.0,0.0
4656,2829,20.0,0.0
4657,2792,20.0,7.0
4658,2873,20.0,0.0
4659,2873,20.0,84.0
4660,2873,20.0,131.0
4661,2832,20.0,7.0
4662,2776,20.0,180.0
4663,2869,20.0,306.0
4664,2873,20.0,3.0
4665,2873,20.0,0.0
4666,2864,20.0,72.0
4667,2873,20.0,5.0
4668,2873,20.0,129.0
4669,2791,20.0,0.0
4670,2808,20.0,80.0
4671,2799,20.0,0.0
4672,2834,20.0,23.0
4673,2843,20.0,1.0
4674,2842,20.0,36.0
4675,2832,20.0,0.0
4676,2811,20.0,144.0
4677,2799,20.0,45.0
4678,2881,20.0,128.0
4679,2846,20.0,0.0
4680,2874,20.0,49.0
4681,2881,20.0,32.0
4682,2807,20.0,8.0
4683,2881,20.0,0.0
4684,2875,20.0,8.0
4685,2850,20.0,25.0
4686,2833,20.0,0.0
4687,2810,20.0,47.0
4688,2845,20.0,11.0
4689,2881,20.0,0.0
4690,2856,20.0,4.0
4691,2880,20.0,148.0
4692,2702,20.0,21.0
4693,2846,20.0,0.0
4694,2803,20.0,3.0
4695,2876,20.0,30.0
4696,2652,20.0,249.0
4697,2665,20.0,20.0
4698,2867,20.0,0.0
4699,2820,20.0,44.0
4700,2881,20.0,0.0
4701,2712,20.0,51.0
4702,2772,20.0,62.0
4703,2836,20.0,31.0
4704,2838,20.0,74.0
4705,2842,20.0,123.0
4706,2854,20.0,76.0
4707,2880,20.0,103.0
4708,2846,20.0,275.0
4709,2848,20.0,89.0
4710,2780,20.0,16.0
4711,2857,20.0,2.0
4712,2808,20.0,12.0
4713,2881,20.0,2.0
4714,2881,20.0,1.0
4715,2852,20.0,17.0
4716,2840,20.0,28.0
4717,2805,20.0,44.0
4718,2838,20.0,113.0
4719,2881,20.0,0.0
4720,2881,20.0,0.0
4721,2881,20.0,0.0
4722,2799,20.0,41.0
4723,2881,20.0,97.0
4724,2881,20.0,4.0
4725,2870,20.0,0.0
4726,2834,20.0,0.0
4727,2874,20.0,11.0
4728,2841,20.0,0.0
4729,2769,20.0,0.0
4730,2828,20.0,82.0
4731,2710,17.0,9.0
4732,2812,17.0,73.0
4733,2836,17.0,82.0
4734,2824,17.0,47.0
4735,2881,17.0,38.0
4736,2873,17.0,39.0
4737,2806,17.0,49.0
4738,2870,17.0,70.0
4739,2796,17.0,0.0
4740,2876,17.0,82.0
4741,2657,17.0,0.0
4742,2865,17.0,35.0
4743,2881,17.0,7.0
4744,2878,17.0,0.0
4745,2820,17.0,74.0
4746,2854,17.0,0.0
4747,2881,17.0,6.0
4748,2808,,
4749,2838,17.0,31.0
4750,2703,17.0,48.0
4751,2859,17.0,71.0
4752,2847,17.0,36.0
4753,2880,17.0,0.0
4754,2835,17.0,25.0
4755,2843,17.0,1.0
4756,2861,17.0,179.0
4757,2879,17.0,35.0
4758,2821,17.0,80.0
4759,2851,17.0,5.0
4760,2880,17.0,229.0
4761,2826,17.0,216.0
4762,2881,17.0,14.0
4763,2857,17.0,61.0
4764,2860,17.0,0.0
4765,2808,17.0,169.0
4766,2881,17.0,109.0
4767,2836,17.0,45.0
4768,2868,17.0,43.0
4769,2843,17.0,39.0
4770,2669,17.0,27.0
4771,2742,17.0,1.0
4772,2881,17.0,35.0
4773,2880,17.0,33.0
4774,2803,17.0,101.0
4775,2836,17.0,24.0
4776,2760,17.0,73.0
4777,2814,17.0,0.0
4778,2857,17.0,0.0
4779,2857,17.0,29.0
4780,2866,17.0,41.0
4781,2651,17.0,76.0
4782,2840,17.0,43.0
4783,2836,17.0,0.0
4784,2854,17.0,0.0
4785,2644,17.0,53.0
4786,2879,17.0,0.0
4787,2872,17.0,82.0
4788,2881,17.0,0.0
4789,2881,17.0,0.0
4790,2868,17.0,11.0
4791,2823,17.0,47.0
4792,2844,17.0,7.0
4793,2665,17.0,40.0
4794,2836,17.0,112.0
4795,2881,17.0,53.0
4796,2880,17.0,171.0
4797,2880,17.0,69.0
4798,2829,17.0,45.0
4799,2871,17.0,59.0
4800,2836,17.0,0.0
4801,2845,17.0,8.0
4802,2855,17.0,75.0
4803,2850,17.0,16.0
4804,2881,17.0,11.0
4805,2862,17.0,85.0
4806,2847,17.0,5.0
4807,2861,17.0,224.0
4808,2717,17.0,16.0
4809,2820,17.0,0.0
4810,2878,17.0,3.0
4811,2881,17.0,61.0
4812,2881,17.0,39.0
4813,2848,17.0,0.0
4814,2808,17.0,73.0
4815,2881,17.0,43.0
4816,2828,17.0,178.0
4817,2783,17.0,22.0
4818,2795,17.0,34.0
4819,2881,17.0,1.0
4820,2719,17.0,46.0
4821,2864,17.0,38.0
4822,2846,17.0,20.0
4823,2881,17.0,2.0
4824,2805,17.0,60.0
4825,2849,17.0,30.0
4826,2881,17.0,1.0
4827,2881,17.0,55.0
4828,2874,17.0,0.0
4829,2881,17.0,24.0
4830,2797,17.0,21.0
4831,2752,17.0,73.0
4832,2874,17.0,0.0
4833,2701,17.0,45.0
4834,2575,17.0,13.0
4835,2878,17.0,38.0
4836,2881,17.0,214.0
4837,2809,,
4838,2876,17.0,139.0
4839,2752,17.0,0.0
4840,2881,17.0,1.0
4841,2803,17.0,25.0
4842,2881,17.0,78.0
4843,2858,17.0,45.0
4844,2880,17.0,121.0
4845,2845,17.0,67.0
4846,2881,17.0,24.0
4847,2737,17.0,24.0
4848,2836,17.0,15.0
4849,2753,17.0,230.0
4850,2881,17.0,41.0
4851,2832,17.0,45.0
4852,2849,17.0,27.0
4853,2873,17.0,237.0
4854,2881,17.0,2.0
4855,2873,17.0,9.0
4856,2856,17.0,0.0
4857,2881,17.0,0.0
4858,2834,17.0,13.0
4859,2870,17.0,58.0
4860,2881,17.0,37.0
4861,2877,17.0,216.0
4862,2733,17.0,45.0
4863,2860,17.0,0.0
4864,2881,17.0,1.0
4865,2878,17.0,1.0
4866,2851,17.0,52.0
4867,2632,17.0,28.0
4868,2861,17.0,45.0
4869,2881,17.0,36.0
4870,2837,17.0,26.0
4871,2881,17.0,31.0
4872,2830,17.0,0.0
4873,2819,17.0,19.0
4874,2850,17.0,34.0
4875,2807,17.0,20.0
4876,2764,17.0,164.0
4877,2805,17.0,63.0
4878,2778,17.0,3.0
4879,2606,17.0,0.0
4880,2792,17.0,0.0
4881,2865,17.0,33.0
4882,2879,17.0,73.0
4883,2869,17.0,0.0
4884,2879,17.0,53.0
4885,2880,17.0,98.0
4886,2864,17.0,86.0
4887,2853,17.0,0.0
4888,2837,17.0,162.0
4889,2768,17.0,17.0
4890,2881,17.0,35.0
4891,2881,17.0,0.0
4892,2881,17.0,76.0
4893,2840,17.0,32.0
4894,2784,17.0,0.0
4895,2877,17.0,0.0
4896,2881,17.0,7.0
4897,2881,17.0,0.0
4898,2870,17.0,84.0
4899,2881,17.0,131.0
4900,2881,17.0,7.0
4901,2799,17.0,180.0
4902,2737,17.0,306.0
4903,2772,17.0,3.0
4904,2779,17.0,0.0
4905,2778,17.0,72.0
4906,2768,17.0,5.0
4907,2749,17.0,129.0
4908,2817,17.0,0.0
4909,2737,17.0,80.0
4910,2817,17.0,0.0
4911,2782,17.0,23.0
4912,2810,17.0,1.0
4913,2817,17.0,36.0
4914,2749,17.0,0.0
4915,2817,17.0,144.0
4916,2811,17.0,45.0
4917,2786,17.0,128.0
4918,2771,17.0,0.0
4919,2746,17.0,49.0
4920,2781,17.0,32.0
4921,2817,17.0,8.0
4922,2792,17.0,0.0
4923,2816,17.0,8.0
4924,2644,17.0,25.0
4925,2782,17.0,0.0
4926,2739,17.0,47.0
4927,2812,17.0,11.0
4928,2596,17.0,0.0
4929,2609,17.0,4.0
4930,2803,17.0,148.0
